# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep  1 22:14:37 2021
#
# User preference: *
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_bmvj,st_jmh2,st_hmk2,st_jmk2
EPIC 205148699,EPIC 205148699.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,4.37729860,2456896.513000,3.840000,0.1933333,0.0000,,,0.17440,16.600,1.481,,,,,5102.00,,,,0.78,,12.389,13.321,12.621,,12.944,12.428,12.151,,11.027,10.649,10.554,0.700,0.378,0.095,0.473
EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,0.98029400,2456894.606900,0.065500,0.0465000,,,6.000000,0.02420,1.810,0.161,,,,,,,,,0.69,,13.486,15.273,14.121,,14.725,13.525,12.955,,11.369,10.702,10.524,1.152,0.667,0.178,0.845
EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,0.98036126,2456894.604000,0.052300,0.0475000,0.1700,,,0.02071,1.440,0.128,,,,,3932.00,,,,0.58,,13.486,15.273,14.121,,14.725,13.525,12.955,,11.369,10.702,10.524,1.152,0.667,0.178,0.845
EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,CANDIDATE,,2,0,0.98041400,2456959.309150,,,,83.700,5.300000,0.02190,1.580,0.141,,,,,4202.00,4.76,-0.040,[Fe/H],0.66,,13.486,15.273,14.121,,14.725,13.525,12.955,,11.369,10.702,10.524,1.152,0.667,0.178,0.845
EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,0,0.97988263,2456896.576380,0.042000,0.0594583,,,,,,,,,,,,,,,,,13.486,15.273,14.121,,14.725,13.525,12.955,,11.369,10.702,10.524,1.152,0.667,0.178,0.845
EPIC 205170731,EPIC 205170731.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,14.20050000,2456901.898000,0.085600,0.1550000,,,26.300000,0.02760,2.360,0.211,,,,,,,,,0.79,,12.538,,,,,,,,11.000,10.498,10.377,,0.502,0.121,0.623
EPIC 205205452,EPIC 205205452.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,28.80770000,2456895.560500,0.853000,0.0910000,,,97.000000,0.08860,2.080,0.186,,,,,,,,,0.21,,15.757,,,,,,,,13.635,13.060,12.816,,0.575,0.244,0.819
EPIC 205224877,EPIC 205224877.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,3.75927000,2456894.632000,0.361000,0.0670000,,,16.200000,0.05810,68.000,6.100,,,,,,,,,10.70,,16.030,,,,,,,,13.738,12.954,12.762,,0.784,0.192,0.976
EPIC 205242733,EPIC 205242733.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,2.41628000,2456896.715000,0.070400,0.1040000,,,6.830000,0.02430,2.680,0.239,,,,,,,,,1.01,,13.493,,,,,,,,11.321,10.729,10.487,,0.592,0.242,0.834
EPIC 205242733,EPIC 205242733.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,2.41650660,2456896.717000,0.056000,0.1000000,0.3900,,,0.02173,0.988,0.088,,,,,3483.00,,,,0.38,,13.493,,,,,,,,11.321,10.729,10.487,,0.592,0.242,0.834
EPIC 205252523,EPIC 205252523.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,4.49843540,2456897.605000,0.185000,0.0700000,0.6500,,,0.04131,3.120,0.278,,,,,4309.00,,,,0.66,,14.793,,,,,,,,12.850,12.284,12.084,,0.566,0.200,0.766
EPIC 205377483,EPIC 205377483.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,0.39385050,2456894.386610,0.048800,0.0547000,,,1.257000,0.05800,13.700,1.220,,,,,,,,,2.16,,12.624,12.933,12.634,,12.678,12.607,12.630,,11.867,11.802,11.692,0.299,0.065,0.110,0.175
EPIC 205463986,EPIC 205463986.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,2.32404890,2456895.914000,15.400000,0.1683333,0.7900,,,0.46990,33.400,2.980,,,,,5107.00,,,,0.78,,10.919,12.144,11.134,,11.527,10.903,10.658,,9.610,9.172,9.072,1.010,0.438,0.100,0.538
EPIC 205470347,EPIC 205470347.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,1.86732000,2456895.438600,0.007940,0.0690000,,,7.400000,0.00857,0.648,0.058,,,,,,,,,0.69,,11.330,12.646,11.377,,12.058,11.406,11.017,,9.932,9.442,9.337,1.269,0.490,0.105,0.595
EPIC 205483055,EPIC 205483055.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,22.97350000,2456896.815500,0.054100,0.1410000,,,46.700000,0.02240,2.610,0.233,,,,,,,,,1.07,,12.933,14.286,13.317,,13.820,12.951,12.554,,11.230,10.752,10.649,0.969,0.478,0.103,0.581
EPIC 205483258,EPIC 205483258.01,,FALSE POSITIVE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,5.66830000,2456890.422920,6.490000,,,,,,,,,,,,,,,,,,13.724,16.259,14.727,,15.593,14.146,12.923,,10.605,9.851,9.652,1.532,0.754,0.199,0.953
EPIC 205489894,EPIC 205489894.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,14.65835000,2456907.076200,0.102900,0.0645000,,,66.300000,0.03030,1.120,0.100,,,,,,,,,0.34,,12.337,14.647,13.213,,13.965,12.670,11.640,,9.785,9.148,8.965,1.434,0.637,0.183,0.820
EPIC 205489894,EPIC 205489894.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,14.65819600,2456907.075000,0.106000,0.0662500,0.5500,,,0.03059,1.600,0.143,,,,,3610.00,,,,0.45,,12.337,14.647,13.213,,13.965,12.670,11.640,,9.785,9.148,8.965,1.434,0.637,0.183,0.820
EPIC 205503762,EPIC 205503762.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,6.43490000,2456899.809700,0.026300,0.1810000,,,9.900000,0.01520,2.470,0.220,,,,,,,,,1.49,,12.489,13.664,12.783,,13.185,12.493,12.190,,11.104,10.745,10.653,0.881,0.359,0.092,0.451
EPIC 205530323,EPIC 205530323.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,7.64309000,2456900.515500,0.236000,0.0540000,,,39.000000,0.04790,8.000,0.700,,,,,,,,,1.50,,14.401,,,,,,,,12.269,11.760,11.447,,0.509,0.313,0.822
EPIC 205530323,EPIC 205530323.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,4.27065000,2456894.586000,0.220000,0.0580000,,,21.700000,0.04530,7.600,0.680,,,,,,,,,1.50,,14.401,,,,,,,,12.269,11.760,11.447,,0.509,0.313,0.822
EPIC 205570849,EPIC 205570849.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16.85800000,2456894.672300,,0.0858000,,,,0.04700,5.600,0.500,,3.200000e-01,,,5957.00,4.35,,,1.07,,12.122,13.061,12.355,,12.655,12.126,11.893,,10.829,10.502,10.414,0.706,0.327,0.088,0.415
EPIC 205618538,EPIC 205618538.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,2.16769700,2456894.517670,0.222800,0.2031000,,,3.460000,0.04472,12.140,1.083,,,,,,,,,2.49,,12.397,13.368,12.643,,12.930,12.401,12.168,,11.120,10.829,10.742,0.725,0.291,0.087,0.378
EPIC 205632508,EPIC 205632508.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,19.22990000,2456912.233000,0.092200,0.1070000,,,51.000000,0.02930,1.960,0.175,,,,,,,,,0.61,,13.337,15.131,13.831,,14.555,13.252,12.815,,11.239,10.603,10.454,1.300,0.636,0.149,0.785
EPIC 205652650,EPIC 205652650.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,5.07152000,2456898.142000,0.216000,0.0850000,,,8.800000,0.06800,3.200,0.290,,,,,,,,,0.43,,14.668,17.198,15.579,,16.467,14.930,13.897,,12.025,11.341,11.133,1.619,0.684,0.208,0.892
EPIC 205686202,EPIC 205686202.01,K2-289 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,13.15697400,2456897.145000,0.778000,0.1637500,0.3100,,,0.08041,5.190,0.463,,,,,3816.00,,,,0.54,,14.039,15.899,14.465,,15.257,13.882,13.517,,11.435,10.847,10.641,1.434,0.588,0.206,0.794
EPIC 205686202,EPIC 205686202.01,K2-289 b,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,13.15628000,2456897.147100,,0.1635800,,,,0.07820,3.200,0.290,,1.300000e-11,,,3809.00,4.89,,,0.38,,14.039,15.899,14.465,,15.257,13.882,13.517,,11.435,10.847,10.641,1.434,0.588,0.206,0.794
EPIC 205686202,EPIC 205686202.01,K2-289 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,2,1,13.15727000,2456897.143850,0.761900,0.1614000,,,27.450000,0.08010,10.830,0.966,,,,,,,,,1.24,,14.039,15.899,14.465,,15.257,13.882,13.517,,11.435,10.847,10.641,1.434,0.588,0.206,0.794
EPIC 205703094,EPIC 205703094.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,8.11910000,2456895.816900,,0.1210000,,,,0.45000,57.000,5.100,,9.900000e-01,,,6040.00,4.32,,,1.20,,12.514,13.408,12.543,,13.028,12.275,12.294,,10.790,10.517,10.361,0.865,0.273,0.156,0.429
EPIC 205703094,EPIC 205703094.02,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16.23500000,2456899.889000,,0.2460000,,,,0.08600,11.000,1.000,,6.600000e-01,,,6040.00,4.32,,,1.20,,12.514,13.408,12.543,,13.028,12.275,12.294,,10.790,10.517,10.361,0.865,0.273,0.156,0.429
EPIC 205703094,EPIC 205703094.03,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,2,1,24.99220000,2456908.031000,,0.2170000,,,,0.28000,36.000,3.200,,1.000000e+00,,,6040.00,4.32,,,1.20,,12.514,13.408,12.543,,13.028,12.275,12.294,,10.790,10.517,10.361,0.865,0.273,0.156,0.429
EPIC 205904628,EPIC 205904628.01,K2-167 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,3,0,9.97540300,2456979.941000,0.027500,0.1362500,0.0900,,,0.01516,2.130,0.190,,,,,6063.00,,,,1.18,,8.220,8.769,8.239,,8.827,8.395,7.959,,7.202,6.974,6.887,0.530,0.228,0.087,0.315
EPIC 205904628,EPIC 205904628.01,K2-167 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,3,1,9.97748100,2456979.936780,,,,88.604,19.425698,0.01413,2.819,0.250,,8.640000e-04,,,5908.00,3.88,-0.450,[Fe/H],1.83,,8.220,8.769,8.239,,8.827,8.395,7.959,,7.202,6.974,6.887,0.530,0.228,0.087,0.315
EPIC 205916793,EPIC 205916793.01,K2-54 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,9.78430000,2456982.936000,,0.1150000,,,,0.02720,1.150,0.103,,7.400000e-06,,,3798.00,4.89,,,0.38,,13.441,15.432,14.042,,14.827,13.457,12.847,,11.850,11.231,11.075,1.390,0.619,0.156,0.775
EPIC 205924614,EPIC 205924614.01,K2-55 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,0,2.84925800,2456983.422980,,0.0835800,,,,0.05520,3.820,0.341,,1.700000e-09,,,4456.00,4.67,,,0.63,,13.087,14.746,13.546,,14.226,13.015,12.599,,11.230,10.615,10.471,1.200,0.615,0.144,0.759
EPIC 205924614,EPIC 205924614.01,K2-55 b,CONFIRMED,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,3,0,2.84927000,2456983.423000,,,,88.010,10.440000,0.05600,4.400,0.393,,6.000000e-11,,,,,,,,,13.087,14.746,13.546,,14.226,13.015,12.599,,11.230,10.615,10.471,1.200,0.615,0.144,0.759
EPIC 205924614,EPIC 205924614.01,K2-55 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,3,0,2.84947127,2456983.419498,0.372000,0.0872083,,,,,,,,,,,,,,,,,13.087,14.746,13.546,,14.226,13.015,12.599,,11.230,10.615,10.471,1.200,0.615,0.144,0.759
EPIC 205924614,EPIC 205924614.01,K2-55 b,CANDIDATE,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,CONFIRMED,,3,0,2.84930000,2456983.424500,,0.0780000,0.1400,87.500,10.100000,0.05740,,,,,,,,,,,,,13.087,14.746,13.546,,14.226,13.015,12.599,,11.230,10.615,10.471,1.200,0.615,0.144,0.759
EPIC 205924614,EPIC 205924614.01,K2-55 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,3,0,2.84928180,2456980.574000,0.389000,0.0862500,0.5500,,,0.05814,4.430,0.395,,,,,4237.00,,,,0.65,,13.087,14.746,13.546,,14.226,13.015,12.599,,11.230,10.615,10.471,1.200,0.615,0.144,0.759
EPIC 205924614,EPIC 205924614.01,K2-55 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,3,1,2.84930200,2456977.724040,0.395400,0.0859000,,,10.560000,0.05630,4.070,0.363,,,,,,,,,0.66,,13.087,14.746,13.546,,14.226,13.015,12.599,,11.230,10.615,10.471,1.200,0.615,0.144,0.759
EPIC 205938820,EPIC 205938820.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,3,1,4.20773000,2456979.253900,0.027700,0.0930000,,,12.600000,0.01610,1.470,0.131,,,,,,,,,0.83,,12.701,13.519,12.832,,13.122,12.654,12.521,,11.595,11.272,11.218,0.687,0.323,0.054,0.377
EPIC 205939498,EPIC 205939498.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,3,1,1.17614770,2456977.442400,0.136000,0.0544000,,,2.870000,0.07400,19.300,1.720,,,,,,,,,2.38,,11.137,11.808,11.206,,11.485,11.105,10.988,,10.313,10.064,9.997,0.602,0.249,0.067,0.316
EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,0,2.47552700,2456981.816700,,0.0208000,,,,0.38000,42.000,3.700,,9.800000e-01,,,5962.00,4.40,,,1.06,,12.410,13.420,12.595,,13.001,12.357,12.157,,11.104,10.686,10.648,0.825,0.418,0.038,0.456
EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,3,0,2.47564100,2456981.815170,,,,82.188,7.536817,0.05583,5.023,0.450,,9.490000e-01,,,5257.00,4.49,0.030,[Fe/H],0.82,,12.410,13.420,12.595,,13.001,12.357,12.157,,11.104,10.686,10.648,0.825,0.418,0.038,0.456
EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,3,0,2.47563130,2456981.815000,0.079800,0.0329167,0.7400,,,0.02869,2.480,0.221,,,,,5239.00,,,,0.81,,12.410,13.420,12.595,,13.001,12.357,12.157,,11.104,10.686,10.648,0.825,0.418,0.038,0.456
EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,3,1,2.47557300,2456979.341160,0.089800,0.0367000,,,16.800000,0.03080,2.980,0.266,,,,,,,,,0.89,,12.410,13.420,12.595,,13.001,12.357,12.157,,11.104,10.686,10.648,0.825,0.418,0.038,0.456
EPIC 205947161,EPIC 205947161.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,3,1,17.72590000,2456989.193450,0.333800,0.0730000,,,37.100000,0.12300,23.400,2.090,,,,,,,,,1.75,,11.160,11.873,11.274,,11.531,11.104,11.002,,10.184,9.928,9.864,0.599,0.256,0.064,0.320
EPIC 205947161,EPIC 205947161.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,3,0,17.72583700,2456989.194000,0.299000,0.0675000,0.9300,,,0.06395,6.630,0.591,,,,,5971.00,,,,1.11,,11.160,11.873,11.274,,11.531,11.104,11.002,,10.184,9.928,9.864,0.599,0.256,0.064,0.320
EPIC 205947161,EPIC 205947161.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,0,17.72507000,2456989.196300,,0.0651300,,,,0.31000,45.000,4.000,,9.900000e-01,,,6189.00,4.15,,,1.33,,11.160,11.873,11.274,,11.531,11.104,11.002,,10.184,9.928,9.864,0.599,0.256,0.064,0.320
EPIC 205947214,EPIC 205947214.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,3,1,54.16983200,2456983.710000,13.600000,0.1762500,0.7400,,,0.40520,22.000,1.963,,,,,3836.00,,,,0.55,,16.121,,,,,,,,13.695,12.982,12.777,,0.713,0.205,0.918
EPIC 205950854,EPIC 205950854.01,K2-168 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,3,0,15.85412000,2456990.887000,0.059800,0.1616667,0.1700,,,0.02208,2.340,0.209,,,,,5495.00,,,,0.88,,12.105,12.998,12.291,,12.613,12.046,11.887,,10.957,10.589,10.549,0.707,0.368,0.040,0.408
EPIC 205950854,EPIC 205950854.02,EPIC 205950854 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,3,1,8.05160000,2456981.813600,0.030300,0.1550000,,,14.600000,0.01640,1.620,0.145,,,,,,,,,0.90,,12.105,12.998,12.291,,12.613,12.046,11.887,,10.957,10.589,10.549,0.707,0.368,0.040,0.408
EPIC 205950854,EPIC 205950854.01,K2-168 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,3,0,15.85398900,2456990.887740,,,,88.948,27.885720,0.02249,2.144,0.190,,7.100000e-04,,,5554.00,4.46,-0.130,[Fe/H],0.87,,12.105,12.998,12.291,,12.613,12.046,11.887,,10.957,10.589,10.549,0.707,0.368,0.040,0.408
